>AY211903.1.1744_U,k:Eukaryota,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Coleochaetophyceae,o:Coleochaetophyceae_X,f:Coleochaetophyceae_XX,g:Coleochaete,s:Coleochaete_sp.
>AY211901.1.1745_U,k:Eukaryota,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Coleochaetophyceae,o:Coleochaetophyceae_X,f:Coleochaetophyceae_XX,g:Coleochaete,s:Coleochaete_sp.
>AF420478.1.1737_U,k:Eukaryota,d:CRuMs,p:Collodictyonidae-Collodictyonidae_X,c:Collodictyonidae_XX,o:Collodictyonidae_XXX,f:Collodictyonidae_XXXX,g:Diphylleia,s:Diphylleia_rotans
>MF039355.1.1540_U,k:Eukaryota,d:CRuMs,p:Collodictyonidae-Collodictyonidae_X,c:Collodictyonidae_XX,o:Collodictyonidae_XXX,f:Collodictyonidae_XXXX,g:Collodictyon,s:Collodictyon_triciliatum
>JQ356867.1.1766_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Platyophryida,g:Etoschophrya,s:Etoschophrya_inornata
>EU039904.1.1704_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Platyophryida,g:Ottowphyra,s:Ottowphyra_dragescoi
>EF023886.1.1768_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Colpodida,g:Colpodida_X,s:Colpodida_X_sp.
>KC486265.1.1651_U,k:Eukaryota,d:TSAR,p:Alveolata-Chrompodellids,c:Colpodellidea,o:Colpodellida,f:Alphamonaceae,g:Alphamonadea_ALPH1,s:Alphamonadea_ALPH1_sp.
>KC488086.1.1653_U,k:Eukaryota,d:TSAR,p:Alveolata-Chrompodellids,c:Colpodellidea,o:Colpodellida,f:Alphamonaceae,g:Alphamonadea_ALPH1,s:Alphamonadea_ALPH1_sp.
>KC487812.1.1650_U,k:Eukaryota,d:TSAR,p:Alveolata-Chrompodellids,c:Colpodellidea,o:Colpodellida,f:Alphamonaceae,g:Alphamonadea_ALPH1,s:Alphamonadea_ALPH1_sp.
>KF651064.1.1791_U,k:Eukaryota,d:TSAR,p:Alveolata-Colponemidia,c:Colponemidia_X,o:Colponemida,f:Colponemidae,g:Colponema,s:Colponema_edaphicum
>KF651068.1.1776_U,k:Eukaryota,d:TSAR,p:Alveolata-Colponemidia,c:Colponemidia_X,o:Colponemida,f:Colponemidae,g:Colponema,s:Colponema_edaphicum
>KF651077.1.1739_U,k:Eukaryota,d:TSAR,p:Alveolata-Colponemidia,c:Colponemidia_X,o:Colponemida,f:Colponemidae,g:Colponema,s:Colponema_sp.
>AJ880417.1.1760_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Compsopogonophyceae,o:Erythropeltidales,f:Erythropeltidales_X,g:Erythrotrichia,s:Erythrotrichia_carnea
>AY126434.1.1795_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Compsopogonophyceae,o:Erythropeltidales,f:Erythropeltidales_X,g:Pyrophyllon,s:Pyrophyllon_subtumens
>AF087128.1.1769_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Compsopogonophyceae,o:Compsopogonales,f:Compsopogonales_X,g:Compsopogon,s:Compsopogon_caeruleus
>AB505514.1.1642_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_1,o:CONTH_1_X,f:CONTH_1_XX,g:CONTH_1_XXX,s:CONTH_1_XXX_sp.
>DQ103875.1.1765_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_1,o:CONTH_1_X,f:CONTH_1_XX,g:CONTH_1_XXX,s:CONTH_1_XXX_sp.
>AY835678.1.1116_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_1,o:CONTH_1_X,f:CONTH_1_XX,g:CONTH_1_XXX,s:CONTH_1_XXX_sp.
>GU819266.1.1045_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_2,o:CONTH_2_X,f:CONTH_2_XX,g:CONTH_2_XXX,s:CONTH_2_XXX_sp.
>GU819513.1.1351_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_2,o:CONTH_2_X,f:CONTH_2_XX,g:CONTH_2_XXX,s:CONTH_2_XXX_sp.
>GU819580.1.1045_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_2,o:CONTH_2_X,f:CONTH_2_XX,g:CONTH_2_XXX,s:CONTH_2_XXX_sp.
>HM749911.1.1452_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_3,o:CONTH_3_X,f:CONTH_3_XX,g:CONTH_3_XXX,s:CONTH_3_XXX_sp.
>AB505512.1.1637_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_3,o:CONTH_3_X,f:CONTH_3_XX,g:CONTH_3_XXX,s:CONTH_3_XXX_sp.
>FJ153691.1.1176_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_3,o:CONTH_3_X,f:CONTH_3_XX,g:CONTH_3_XXX,s:CONTH_3_XXX_sp.
>HE655158.1.935_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_4,o:CONTH_4_X,f:CONTH_4_XX,g:CONTH_4_XXX,s:CONTH_4_XXX_sp.
>GU067868.1.847_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_4,o:CONTH_4_X,f:CONTH_4_XX,g:CONTH_4_XXX,s:CONTH_4_XXX_sp.
>HE655417.1.937_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_4,o:CONTH_4_X,f:CONTH_4_XX,g:CONTH_4_XXX,s:CONTH_4_XXX_sp.
>EF196696.1.800_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_5,o:CONTH_5_X,f:CONTH_5_XX,g:CONTH_5_XXX,s:CONTH_5_XXX_sp.
>EF196698.1.829_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_5,o:CONTH_5_X,f:CONTH_5_XX,g:CONTH_5_XXX,s:CONTH_5_XXX_sp.
>HE655163.1.943_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_5,o:CONTH_5_X,f:CONTH_5_XX,g:CONTH_5_XXX,s:CONTH_5_XXX_sp.
>HM561010.1.974_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_6,o:CONTH_6_X,f:CONTH_6_XX,g:CONTH_6_XXX,s:CONTH_6_XXX_sp.
>AF530533.1.1627_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_6,o:CONTH_6_X,f:CONTH_6_XX,g:CONTH_6_XXX,s:CONTH_6_XXX_sp.
>KF130608.1.1727_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_6,o:CONTH_6_X,f:CONTH_6_XX,g:CONTH_6_XXX,s:CONTH_6_XXX_sp.
>FJ153733.1.1138_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_7,o:CONTH_7_X,f:CONTH_7_XX,g:CONTH_7_XXX,s:CONTH_7_XXX_sp.
>HQ866195.1.857_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_7,o:CONTH_7_X,f:CONTH_7_XX,g:CONTH_7_XXX,s:CONTH_7_XXX_sp.
>HE655406.1.922_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_7,o:CONTH_7_X,f:CONTH_7_XX,g:CONTH_7_XXX,s:CONTH_7_XXX_sp.
>HQ868572.1.885_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_8,o:CONTH_8_X,f:CONTH_8_XX,g:CONTH_8_XXX,s:CONTH_8_XXX_sp.
>HQ866200.1.857_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_8,o:CONTH_8_X,f:CONTH_8_XX,g:CONTH_8_XXX,s:CONTH_8_XXX_sp.
>EU545734.1.955_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONTH_8,o:CONTH_8_X,f:CONTH_8_XX,g:CONTH_8_XXX,s:CONTH_8_XXX_sp.
>FN690045.1.1652_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONThreeP,o:CONThreeP_X,f:CONThreeP_XX,g:Askenasia,s:Askenasia_sp.
>EU785166.1.846_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONThreeP,o:CONThreeP_X,f:CONThreeP_XX,g:Askenasia,s:Askenasia_sp.
>GU823779.1.1365_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:CONThreeP,o:CONThreeP_X,f:Discotrichidae,g:NASSO_1,s:NASSO_1_sp.
>GU072408.1.921_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Pluriformea,c:Corallochytrea,o:Corallochytrida,f:Corallochytridae,g:Corallochytrium,s:Corallochytrium_sp.
>GU072226.1.909_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Pluriformea,c:Corallochytrea,o:Corallochytrida,f:Corallochytridae,g:Corallochytrium,s:Corallochytrium_sp.
>GU072388.1.908_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Pluriformea,c:Corallochytrea,o:Corallochytrida,f:Corallochytridae,g:Corallochytrium,s:Corallochytrium_sp.
>EU273464.1.2551_U,k:Eukaryota,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Corycida,o:Trichosida,f:Trichosidae,g:Trichosphaerium,s:Trichosphaerium_sp.
>EU273465.1.2583_U,k:Eukaryota,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Corycida,o:Trichosida,f:Trichosidae,g:Trichosphaerium,s:Trichosphaerium_sp.
>EU273471.1.2471_U,k:Eukaryota,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Corycida,o:Trichosida,f:Trichosidae,g:Trichosphaerium,s:Trichosphaerium_sp.
>AB430589.1.1773_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Coscinodiscophyceae,o:Rhizosoleniales,f:Rhizosoleniaceae,g:Rhizosolenia,s:Rhizosolenia_setigera
>AY569580.1.1616_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Coscinodiscophyceae,o:Aulacoseirales,f:Aulacoseiraceae,g:Aulacoseira,s:Aulacoseira_ambigua
>GU823605.1.1205_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Coscinodiscophyceae,o:Coscinodiscophyceae_X,f:Coscinodiscophyceae_XX,g:Coscinodiscophyceae_XXX,s:Coscinodiscophyceae_XXX_sp.
>AB193567.1.1805_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Craniata,o:Craniata_X,f:Teleostei,g:Auxis,s:Auxis_thazard
>GU568348.1.1849_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Craniata,o:Craniata_X,f:Teleostei,g:Puntius,s:Puntius_chelynoides
>AAFR03070865.1992.3881_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Craniata,o:Craniata_X,f:Mammalia,g:Monodelphis,s:Monodelphis_domestica
>AB326380.1.1525_U,k:Eukaryota,d:Excavata,p:Metamonada-Parabasalia,c:Cristamonadea,o:Cristamonadida,f:Cristamonadida_X,g:Deltotrichonympha,s:Deltotrichonympha_operculata
>FJ986220.1.1521_U,k:Eukaryota,d:Excavata,p:Metamonada-Parabasalia,c:Cristamonadea,o:Cristamonadida,f:Cristamonadida_X,g:Coronympha,s:Coronympha_sutherlandia
>FN377763.1.1524_U,k:Eukaryota,d:Excavata,p:Metamonada-Parabasalia,c:Cristamonadea,o:Cristamonadida,f:Cristamonadida_X,g:Devescovina,s:Devescovina_sp.
>AB508339.1.1724_U,k:Eukaryota,d:Cryptista,p:Cryptista_X-Cryptista_XX,c:Cryptista_XXX,o:Cryptista_XXXX,f:Cryptista_XXXXX,g:Palpitomonas,s:Palpitomonas_bilix
>JN832776.1.894_U,k:Eukaryota,d:Cryptista,p:Cryptophyta-Cryptophyta_X,c:Cryptophyceae,o:Cryptomonadales,f:Cryptomonadales_X,g:Cryptomonadales_XX,s:Cryptomonadales_XX_sp.
>JQ420096.1.1749_U,k:Eukaryota,d:Cryptista,p:Cryptophyta-Cryptophyta_X,c:Cryptophyceae,o:Cryptomonadales,f:Cryptomonadales_X,g:Teleaulax,s:Teleaulax_amphioxeia
>FJ410773.1.800_U,k:Eukaryota,d:Cryptista,p:Cryptophyta-Cryptophyta_X,c:Cryptophyceae,o:Cryptomonadales,f:Cryptomonadales_X,g:Cryptomonas,s:Cryptomonas_sp.
>HQ866624.1.884_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Ctenophora,o:Ctenophora_X,f:Ctenophora_XX,g:Ctenophora_XXX,s:Ctenophora_XXX_sp.
>AF293686.1.1802_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Ctenophora,o:Ctenophora_X,f:Ctenophora_XX,g:Ctenophora_XXX,s:Ctenophora_XXX_sp.
>HQ435813.1.1768_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Ctenophora,o:Ctenophora_X,f:Ctenophora_XX,g:Coeloplana,s:Coeloplana_bocki
>EF142081.1.1769_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Cycliophora,o:Cycliophora_X,f:Cycliophora_XX,g:Symbion,s:Symbion_americanus
>AY218107.1.1770_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Cycliophora,o:Cycliophora_X,f:Cycliophora_XX,g:Symbion,s:Symbion_sp.
>EF142076.1.1769_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Cycliophora,o:Cycliophora_X,f:Cycliophora_XX,g:Symbion,s:Symbion_americanus
>JQ956248.1.986_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Cyclotrichium_like_organism,o:Cyclotrichium_like_organism_X,f:Cyclotrichium_like_organism_XX,g:Cyclotrichium,s:Cyclotrichium_sp.
>FR874327.1.1747_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Cyclotrichium_like_organism,o:Cyclotrichium_like_organism_X,f:Cyclotrichium_like_organism_XX,g:Cyclotrichium,s:Cyclotrichium_sp.
>FJ876971.1.1750_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Cyclotrichium_like_organism,o:Cyclotrichium_like_organism_X,f:Cyclotrichium_like_organism_XX,g:Cyclotrichium,s:Cyclotrichium_cyclokaryon
>AY267345.1.1749_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Ichthyosporea,c:Dermocystida,o:Rhynosporidae,f:Rhynosporidae_X,g:Sphaerothecum,s:Sphaerothecum_destruens
>AY550245.1.1770_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Ichthyosporea,c:Dermocystida,o:Rhynosporidae,f:Rhynosporidae_X,g:Amphibiocystidium,s:Amphibiocystidium_ranae
>GU232543.1.898_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Ichthyosporea,c:Dermocystida,o:Rhynosporidae,f:Rhynosporidae_X,g:Rhynosporidae_XX,s:Rhynosporidae_XX_sp.
>U37107.1.1805_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Developea,o:Developea_X,f:Developea_XX,g:Developayella,s:Developayella_elegans
>JX272636.1.1808_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Developea,o:Developea_X,f:Developea_XX,g:Developayella,s:Developayella_sp.
>KX500025.1.1762_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Developea,o:Developea_X,f:Developea_XX,g:Develorapax,s:Develorapax_marinus
>JF489970.1.1707_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Diatomeae_X,o:Diatomeae_XX,f:Phaeodactylaceae,g:Phaeodactylum,s:Phaeodactylum_tricornutum
>GQ452858.1.1694_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Diatomeae_X,o:Diatomeae_XX,f:Phaeodactylaceae,g:Phaeodactylum,s:Phaeodactylum_tricornutum
>GQ452849.1.1703_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Diatomeae_X,o:Diatomeae_XX,f:Phaeodactylaceae,g:Phaeodactylum,s:Phaeodactylum_tricornutum
>JN934678.1.1680_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Dictyochophyceae,o:Dictyochophyceae_X,f:Pedinellales,g:Pedinellales_X,s:Pedinellales_X_sp.
>EF695169.1.817_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Dictyochophyceae,o:Dictyochophyceae_X,f:Florenciellales,g:Florenciellales_X,s:Florenciellales_X_sp.
>HQ646562.1.1515_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Dictyochophyceae,o:Dictyochophyceae_X,f:Dictyochales,g:Dictyocha,s:Dictyocha_octonaria
>AB353770.1.1740_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Dinophyceae,o:Peridiniales,f:Kryptoperidiniaceae,g:Unruhdinium,s:Unruhdinium_kevei
>AB284159.1.1765_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Dinophyceae,o:Peridiniales,f:Protoperidiniaceae,g:Protoperidinium,s:Protoperidinium_bipes
>FN690280.1.821_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Dinophyceae,o:Suessiales,f:Suessiaceae,g:Suessiaceae_X,s:Suessiaceae_X_sp.
>JN832723.1.1687_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Dinophyta_X,o:Dinophyta_XX,f:Dinophyta_XXX,g:Dinophyta_XXXX,s:Dinophyta_XXXX_sp.
>GU824789.1.1196_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Dinophyta_X,o:Dinophyta_XX,f:Dinophyta_XXX,g:Dinophyta_XXXX,s:Dinophyta_XXXX_sp.
>GU820450.1.1073_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Dinophyta_X,o:Dinophyta_XX,f:Dinophyta_XXX,g:Dinophyta_XXXX,s:Dinophyta_XXXX_sp.
>EU635617.1.1199_U,k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Diplonemea,o:Diplonemida,f:Eupelagonemidae,g:Eupelagonemidae_X,s:Eupelagonemidae_X_sp.
>FN598247.1.1349_U,k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Diplonemea,o:Diplonemida,f:Eupelagonemidae,g:Eupelagonemidae_X,s:Eupelagonemidae_X_sp.
>DQ504319.1.1390_U,k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Diplonemea,o:Diplonemida,f:Eupelagonemidae,g:Eupelagonemidae_X,s:Eupelagonemidae_X_sp.
>AY965870.1.1850_U,k:Eukaryota,d:Excavata,p:Discoba-Discoba_X,c:Discoba_XX,o:Jakobida,f:Andaluciidae,g:Andalucia,s:Andalucia_godoyi
>HQ870103.1.989_U,k:Eukaryota,d:Excavata,p:Discoba-Discoba_X,c:Discoba_XX,o:Jakobida,f:Stygiellidae,g:Stygiella,s:Stygiella_incarcerata
>HQ866864.1.1003_U,k:Eukaryota,d:Excavata,p:Discoba-Discoba_X,c:Discoba_XX,o:Jakobida,f:Stygiellidae,g:Stygiella,s:Stygiella_incarcerata
>AJ489263.1.1850_U,k:Eukaryota,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Echinamoebida,o:Echinamoebida_X,f:Echinamoebidae,g:Echinamoeba,s:Echinamoeba_thermarum
>AB749143.1.1702_U,k:Eukaryota,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Echinamoebida,o:Echinamoebida_X,f:Echinamoebidae,g:Echinamoeba,s:Echinamoeba_sp.
>AJ489264.1.1809_U,k:Eukaryota,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Echinamoebida,o:Echinamoebida_X,f:Echinamoebidae,g:Echinamoeba,s:Echinamoeba_thermarum
>DQ073795.1.1782_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Echinodermata,o:Echinodermata_X,f:Echinodermata_XX,g:Stereocidaris,s:Stereocidaris_excavatus
>DQ073789.1.1649_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Echinodermata,o:Echinodermata_X,f:Echinodermata_XX,g:Echinoneus,s:Echinoneus_cyclostomus
>DQ060802.1.1733_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Echinodermata,o:Echinodermata_X,f:Echinodermata_XX,g:Ophiocoma,s:Ophiocoma_echinata
>EF378675.1.1146_U,k:Eukaryota,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Vermamoebidae,g:Hartmannella,s:Hartmannella_sp.
>AY848970.1.1076_U,k:Eukaryota,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Arcellinida,f:Difflugina,g:Bullinularia,s:Bullinularia_indica
>AF426157.1.1841_U,k:Eukaryota,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Vermamoebidae,g:Hartmannella,s:Hartmannella_vermiformis
>FJ593705.1.1637_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Ellobiophyceae,o:Thalassomycetales,f:Thalassomycetaceae,g:Ellobiopsis,s:Ellobiopsis_chattonii
>FJ593707.1.1639_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Ellobiophyceae,o:Thalassomycetales,f:Thalassomycetaceae,g:Ellobiopsis,s:Ellobiopsis_chattonii
>FJ593706.1.1637_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Ellobiophyceae,o:Thalassomycetales,f:Thalassomycetaceae,g:Ellobiopsis,s:Ellobiopsis_chattonii
>JQ223333.1.1592_U,k:Eukaryota,d:TSAR,p:Alveolata-Alveolata_X,c:Ellobiopsidae,o:Ellobiopsidae_X,f:Ellobiopsidae_XX,g:Thalassomyces,s:Thalassomyces_sp.
>HQ865425.1.865_U,k:Eukaryota,d:TSAR,p:Alveolata-Alveolata_X,c:Ellobiopsidae,o:Ellobiopsidae_X,f:Ellobiopsidae_XX,g:Thalassomyces,s:Thalassomyces_sp.
>HQ865246.1.867_U,k:Eukaryota,d:TSAR,p:Alveolata-Alveolata_X,c:Ellobiopsidae,o:Ellobiopsidae_X,f:Ellobiopsidae_XX,g:Thalassomyces,s:Thalassomyces_sp.
>AM235536.1.1627_U,k:Eukaryota,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Embryophyceae,o:Embryophyceae_X,f:Embryophyceae_XX,g:Uromyrtus,s:Uromyrtus_metrosideros
>JX159361.1.978_U,k:Eukaryota,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Embryophyceae,o:Embryophyceae_X,f:Embryophyceae_XX,g:Embryophyceae_XXX,s:Embryophyceae_XXX_sp.
>AJ271226.1.1064_U,k:Eukaryota,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Embryophyceae,o:Embryophyceae_X,f:Embryophyceae_XX,g:Cymbidium,s:Cymbidium_aloifolium
>EU567273.1.1247_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Filoretidae,f:Filoretidae_X,g:Filoreta,s:Filoreta_sp.
>KC779511.1.1812_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Penardia-lineage,g:Vampyrellida_clade_C,s:Penardia_sp.
>EU910611.1.1769_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Thalassomyxa-lineage,g:Thalassomyxa-lineage_X,s:Thalassomyxa-lineage_X_sp.
>EF165631.1.1682_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa-Ascetosporea,o:Haplosporida,f:Haplosporidiidae,g:Minchinia,s:Minchinia_sp.
>JF831801.1.1749_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa-Ascetosporea,o:Haplosporida,f:Haplosporidiidae,g:Bonamia,s:Bonamia_exitiosa
>EU567274.1.1223_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa-Ascetosporea,o:Paradinida,f:Paradinida_X,g:Paradinida_XX,s:Paradinida_XX_sp.
>MG519738.1.2026_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa-Gromiidea,o:Gromiida,f:Gromiidae,g:Gromia,s:Gromia_oviformis
>MG519735.1.1943_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa-Gromiidea,o:Gromiida,f:Gromiidae,g:Gromia,s:Gromia_winnetoui
>MG519743.1.2045_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa-Gromiidea,o:Gromiida,f:Gromiidae,g:Gromia,s:Gromia_melinus
>EU701015.1.1746_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa-Phytomyxea,o:Plasmodiophorida,f:Plasmodiophoridae,g:Plasmodiophora,s:Plasmodiophora_brassicae
>AB094974.1.895_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa-Phytomyxea,o:Plasmodiophorida,f:Plasmodiophoridae,g:Plasmodiophora,s:Plasmodiophora_brassicae
>AF310900.1.1843_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa-Phytomyxea,o:Plasmodiophorida,f:Polymyxa-lineage,g:Sorosphaera,s:Sorosphaera_veronicae
>GU125750.1.1363_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Entoprocta,o:Entoprocta_X,f:Entoprocta_XX,g:Loxosomella,s:Loxosomella_sp.
>GU125745.1.1728_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Entoprocta,o:Entoprocta_X,f:Entoprocta_XX,g:Loxosomella,s:Loxosomella_vivipara
>U36272.1.1734_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Entoprocta,o:Entoprocta_X,f:Entoprocta_XX,g:Barentsia,s:Barentsia_benedeni
>AF112872.1.2267_U,k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Euglenida,o:Euglenophyceae,f:Euglenaceae,g:Euglena,s:Euglena_chadefaudii
>EU144012.1.800_U,k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Euglenida,o:Euglenophyceae,f:Phacaceae,g:Phacus,s:Phacus_sp.
>AJ532479.1.2159_U,k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Euglenida,o:Euglenophyceae,f:Phacaceae,g:Phacus,s:Phacus_orbicularis
>AM168058.1.1883_U,k:Eukaryota,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Eumycetozoa_X,o:Dictyosteliida,f:Dictyosteliida_X,g:Dictyostelium,s:Dictyostelium_polycarpum
>HQ732194.1.2464_U,k:Eukaryota,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Eumycetozoa_X,o:Dictyosteliida,f:Dictyosteliida-Group-IV,g:Polysphondylium-Group-IV,s:Polysphondylium_violaceum
